Order ID,Order Date,Ship Date,Customer Name,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-12605,26-03-2023,29-03-2023,Kevin Patel,Consumer,East,Office Supplies,Paper,19.81,1,0,7.83
ORD-16018,18-08-2024,19-08-2024,Tom Johnson,Consumer,Central,Furniture,Tables,191.1,1,0.2,31.03
ORD-11166,12-02-2024,13-02-2024,Mohammed Lewis,Corporate,Central,Office Supplies,Binders,872.52,6,0,78.84
ORD-13892,08-07-2024,09-07-2024,Wei Clark,Home Office,EAST,Technology,Phones,3386.74,2,0.1,1462.58
ORD-19148,22-03-2023,24-03-2023,Fatima Brown,Consumer,West,Furniture,Bookcases,3319.86,6,0,-423.85
ORD-15368,07-07-2024,09-07-2024,Linda Johnson,Consumer,East,Technology,Copiers,983.84,1,0.3,-111.08
ORD-10783,11-04-2022,13-04-2022,Carlos Brown,Corporate,West,Technology,Accessories,206.17,1,0,11.5
ORD-18734,17-07-2024,20-07-2024,Grace Khan,Consumer,West,Furniture,Furnishings,2956.44,5,0.2,-389.22
ORD-18162,25-05-2024,28-05-2024,John Brown,Corporate,West,Furniture,Bookcases,697.2,2,0.15,-5.79
ORD-15440,25-11-2024,30-11-2024,Kevin Johnson,Corporate,East,Office Supplies,Storage,87.94,6,0.2,17.26
ORD-16652,05-03-2023,07-03-2023,Nina Chen,Corporate,Central,Office Supplies,Binders,788.88,6,0,249.16
ORD-10212,14-07-2023,18-07-2023,David Clark,Corporate,Central,Office Supplies,Labels,619.95,3,0.1,133.67
ORD-19564,10-10-2022,12-10-2022,Carlos Davis,Consumer,West,Office Supplies,Paper,151.71,1,0.2,16.78
ORD-12333,16-10-2022,18-10-2022,Priya Wilson,Consumer,South,Office Supplies,Art,183.4,1,0.1,63.83
ORD-13710,19-12-2023,20-12-2023,David Davis,Consumer,South,Office Supplies,Paper,28.66,1,0,5.75
ORD-12008,19-01-2023,20-01-2023,David Lee,Consumer,East,Furniture,Furnishings,1129.43,1,0,-175.36
ORD-15192,11-12-2022,15-12-2022,Maria Chen,Corporate,West,Technology,Machines,682.12,1,0.5,-221.63
ORD-14649,07-03-2023,14-03-2023,Nina Johnson,Corporate,East,Office Supplies,Paper,243.09,2,0.2,41.29
ORD-11636,04-01-2024,08-01-2024,Maria Brown,Home Office,Central,Furniture,Furnishings,3864.65,5,0,-84.11
ORD-13272,13-03-2023,14-03-2023,Carlos Lee,Consumer,East,Technology,Accessories,664.49,1,0.1,65.93
ORD-18222,18-01-2024,21-01-2024,Mohammed Rodriguez,Home Office,East,Technology,Accessories,1071.88,2,0.1,239
ORD-12338,09-12-2023,10-12-2023,,Consumer,South,Technology,Machines,7305.6,3,0,-693.34
ORD-17521,04-06-2024,07-06-2024,James Khan,Home Office,Central,Office Supplies,Binders,234.72,3,0.4,5.63
ORD-15927,21-09-2022,24-09-2022,Anna Young,Consumer,Central,Office Supplies,Envelopes,877.44,6,0,146.16
ORD-17374,24-11-2023,26-11-2023,,Consumer,South,Furniture,Chairs,2193.76,4,0.5,-411.55
ORD-10757,09-12-2023,13-12-2023,Kevin Clark,Corporate,East,Office Supplies,Envelopes,477.85,5,0.3,19.68
ORD-18050,26-09-2023,29-09-2023,Tom Davis,Consumer,West,Furniture,Tables,926.58,1,0.2,-197.55
ORD-12495,09-05-2023,10-05-2023,Mohammed Johnson,Consumer,South,Office Supplies,Paper,4.72,1,0.3,-0.18
ORD-12450,07-07-2024,08-07-2024,Tom Davis,Consumer,East,Office Supplies,Storage,314.41,2,0.15,61.8
ORD-11338,06-12-2022,10-12-2022,Maria Davis,Corporate,East,Technology,Machines,1278.75,1,0.2,45.79
ORD-11547,22-04-2024,23-04-2024,Grace Khan,Consumer,East,Office Supplies,Art,398,2,0.1,54.8
ORD-15548,09-03-2022,10-03-2022,David Lewis,Consumer,West,Furniture,Chairs,821.74,1,0.15,84.32
ORD-13316,05-12-2024,06-12-2024,Carlos Chen,Corporate,East,Technology,Copiers,1374.59,1,0,-137.83
ORD-17951,10-05-2022,17-05-2022,James Brown,Consumer,South,Office Supplies,Storage,79.76,1,0.3,-11.04
ORD-11997,13-06-2022,15-06-2022,James Khan,Corporate,South,Furniture,Furnishings,925.92,1,0.1,89.31
ORD-12905,13-05-2023,15-05-2023,Kevin Clark,Home Office,East,Technology,Phones,3853.48,2,0,1389.62
ORD-19714,03-11-2023,08-11-2023,Carlos Smith,Home Office,East,Technology,Machines,2195.2,3,0.5,27.34
ORD-14708,03-02-2023,07-02-2023,Anna Rodriguez,Corporate,Central,Furniture,Bookcases,1632.01,2,0.1,194.95
ORD-15106,22-06-2022,24-06-2022,Kevin Chen,Consumer,South,Furniture,Tables,2000.64,3,0.2,-266.04
ORD-13299,19-09-2023,26-09-2023,Priya Patel,Corporate,East,Technology,Machines,419.63,2,0.15,128.5
ORD-16124,20-05-2024,23-05-2024,Linda Lee,Corporate,East,Office Supplies,Envelopes,249.97,4,0.15,56.16
ORD-17392,18-07-2023,25-07-2023,Grace Chen,Home Office,Central,Technology,Machines,1273.52,1,0,232.11
ORD-10380,25-10-2023,26-10-2023,Grace Wilson,Consumer,Central,Office Supplies,Envelopes,228.09,4,0.3,36.33
ORD-19161,02-12-2023,03-12-2023,Tom Walker,Corporate,West,Technology,Machines,2416.34,2,0.2,560.59
ORD-19490,08-01-2022,10-01-2022,Priya Wilson,Consumer,East,Office Supplies,Paper,30.1,2,0.1,6.09
ORD-13867,16-08-2022,18-08-2022,Mohammed Lewis,Corporate,West,Office Supplies,Envelopes,67.16,2,0.5,1.07
ORD-18661,07-04-2023,08-04-2023,Priya Lee,Consumer,Central,Office Supplies,Envelopes,439.8,2,0,17.39
ORD-19367,01-08-2024,03-08-2024,Grace Smith,Consumer,Central,Office Supplies,Art,122.35,1,0.1,23.46
ORD-11666,08-04-2022,11-04-2022,Kevin Khan,Consumer,East,Technology,Copiers,3890.28,4,0,1902.55
ORD-16896,27-03-2022,30-03-2022,Tom Rodriguez,Home Office,East,Office Supplies,Storage,110.48,1,0.3,5.84
ORD-19503,11-05-2024,15-05-2024,Grace Davis,Corporate,South,Technology,Phones,5106.87,4,0.15,253.32
ORD-13715,22-09-2024,23-09-2024,Linda Smith,Consumer,West,Technology,Phones,641.92,1,0.15,-60.05
ORD-12386,09-12-2023,11-12-2023,Anna Garcia,Consumer,East,Furniture,Bookcases,135.3,1,0.2,-41.06
ORD-16008,11-06-2024,16-06-2024,Anna Walker,Consumer,South,Technology,Machines,1949.83,1,0.1,-81.66
ORD-14325,20-09-2024,24-09-2024,Nina Johnson,Consumer,East,Office Supplies,Envelopes,68.55,1,0.5,-7.5
ORD-10701,21-08-2022,24-08-2022,Linda Rodriguez,Home Office,Central,Furniture,Chairs,1035.2,2,0,-414.77
ORD-11306,13-06-2022,16-06-2022,Maria Johnson,Consumer,West,Technology,Accessories,2552.94,2,0.1,645.93
ORD-12873,05-12-2022,12-12-2022,Linda Clark,Consumer,West,Office Supplies,Storage,711.06,3,0,228.25
ORD-13560,25-09-2023,26-09-2023,Grace Smith,Home Office,East,Office Supplies,Binders,187.79,1,0.15,-21.51
ORD-19592,21-12-2022,25-12-2022,Fatima Martinez,Home Office,South,Technology,Machines,1253.17,2,0.5,119.88
ORD-19144,20-11-2024,25-11-2024,James Clark,Consumer,West,Technology,Copiers,1683.68,2,0.3,-328.49
ORD-13111,08-04-2022,13-04-2022,Sara Brown,Home Office,West,Office Supplies,Binders,37.96,1,0.1,11.72
ORD-15201,22-01-2022,24-01-2022,John Khan,Corporate,East,Furniture,Furnishings,597.52,1,0.2,-22.83
ORD-17970,18-06-2024,21-06-2024,James Brown,Consumer,East,Furniture,Tables,74.34,1,0.2,0.86
ORD-16723,20-05-2024,25-05-2024,John Smith,Home Office,West,Technology,Phones,8384.36,4,0.1,2126.58
ORD-16472,25-08-2023,28-08-2023,David Rodriguez,Home Office,South,Office Supplies,Paper,135,5,0.2,-1.32
ORD-16841,10-02-2022,14-02-2022,Nina Wilson,Consumer,West,Office Supplies,Storage,131.89,2,0.15,9.03
ORD-19609,02-11-2023,05-11-2023,Mohammed Davis,Consumer,West,Office Supplies,Paper,241.22,2,0.4,-14.26
ORD-15263,11-01-2022,14-01-2022,Maria Clark,Corporate,South,Office Supplies,Labels,388.98,2,0,22.18
ORD-16959,10-07-2022,13-07-2022,Grace Clark,Consumer,Central,Office Supplies,Envelopes,860.6,4,0,308.51
ORD-19650,20-11-2022,23-11-2022,James Brown,Corporate,East,Office Supplies,Labels,14.86,1,0.2,1.39
ORD-11003,03-08-2022,05-08-2022,Priya Garcia,Consumer,West,Office Supplies,Binders,107.19,3,0.5,-13.88
ORD-16968,11-06-2023,13-06-2023,Anna Garcia,Home Office,West,Office Supplies,Labels,421.02,2,0.15,52.7
ORD-10561,03-12-2023,07-12-2023,Nina Lee,Corporate,West,Technology,Machines,1876.82,1,0,318.72
ORD-11448,18-03-2022,19-03-2022,Sara Smith,Consumer,West,Office Supplies,Art,397.09,3,0.1,62.03
ORD-19304,20-01-2024,22-01-2024,Anna Garcia,Consumer,West,Technology,Phones,785.07,1,0.3,-22.5
ORD-10730,25-12-2022,26-12-2022,Mohammed Walker,Corporate,East,Office Supplies,Envelopes,35.86,2,0.1,4.29
ORD-17866,26-01-2024,28-01-2024,Linda Young,Consumer,East,Furniture,Furnishings,1788.43,3,0.1,-443.26
ORD-19243,21-08-2024,28-08-2024,Sara Martinez,Corporate,East,Furniture,Chairs,2187.12,2,0,-744.64
ORD-18822,22-07-2022,23-07-2022,Nina Clark,Home Office,East,Office Supplies,Labels,253.4,4,0.3,6.29
ORD-12731,01-04-2022,02-04-2022,Nina Davis,Home Office,East,Office Supplies,Labels,299.4,2,0,73.99
ORD-16926,14-01-2024,19-01-2024,James Davis,Consumer,Central,Technology,Accessories,2902.68,2,0.1,26.23
ORD-11389,02-09-2024,04-09-2024,Fatima Rodriguez,Home Office,South,Office Supplies,Storage,195.55,2,0.15,25.64
ORD-19359,05-06-2022,06-06-2022,Priya Smith,Corporate,Central,Technology,Phones,1566.87,1,0.15,523.72
ORD-19188,24-11-2024,26-11-2024,David Wilson,Corporate,South,Furniture,Chairs,511.44,1,0.2,126.58
ORD-13261,11-11-2023,14-11-2023,Grace Johnson,Consumer,Central,Technology,Accessories,6270.3,5,0,153.16
ORD-18192,18-05-2024,19-05-2024,Nina Davis,Home Office,West,Furniture,Bookcases,2610.03,3,0,666.98
ORD-10037,01-09-2024,,Linda Rodriguez,Consumer,East,Office Supplies,Binders,130.69,1,0.4,3.55
ORD-11128,15-12-2023,17-12-2023,Nina Wilson,Corporate,East,Technology,Accessories,4957.05,3,0,1756.42
ORD-10083,07-07-2022,08-07-2022,Priya Brown,Consumer,Central,Technology,Machines,3429.6,4,0.2,312.62
ORD-18930,16-11-2024,18-11-2024,Wei Lee,Corporate,WEST,Technology,Phones,3569.71,3,0.2,-299.89
ORD-16139,15-03-2022,18-03-2022,Wei Chen,Home Office,Central,Office Supplies,Envelopes,68.69,1,0,11.39
ORD-11991,15-07-2023,19-07-2023,Tom Wilson,Consumer,west,Office Supplies,Paper,73.56,5,0.2,9.45
ORD-12109,14-05-2023,15-05-2023,Tom Garcia,Consumer,South,Office Supplies,Envelopes,57.5,2,0.2,8.2
ORD-18944,02-03-2023,04-03-2023,Maria Khan,Home Office,South,Office Supplies,Envelopes,473.04,5,0.1,35.52
ORD-11994,15-05-2023,18-05-2023,Tom Lewis,Consumer,East,Furniture,Furnishings,2400.48,6,0.2,-82.01
ORD-18567,13-08-2022,15-08-2022,Maria Davis,Consumer,West,Office Supplies,Labels,105.98,1,0.2,20.13
ORD-19296,17-01-2022,18-01-2022,Tom Young,Consumer,East,Office Supplies,Binders,328.24,2,0.15,51.42
ORD-12559,18-09-2024,20-09-2024,Sara Lewis,Consumer,WEST,Office Supplies,Binders,18.18,1,0.15,3.13
ORD-17375,16-02-2023,20-02-2023,Linda Wilson,Corporate,South,Furniture,Bookcases,991.25,1,0,-4.27
ORD-14298,03-11-2024,06-11-2024,James Garcia,Consumer,East,Office Supplies,Art,189.44,1,0,49.55
ORD-14494,26-07-2024,27-07-2024,Priya Patel,Home Office,East,Technology,Phones,8648.5,4,0.1,1387.65
ORD-11355,27-03-2023,03-04-2023,Linda Chen,Consumer,East,Furniture,Chairs,488.77,2,0.4,-203.28
ORD-19374,05-06-2024,08-06-2024,Tom Clark,Home Office,CENTRAL,Technology,Accessories,4435.74,5,0.1,-825.52
ORD-19069,04-09-2023,08-09-2023,Linda Lee,Consumer,West,Office Supplies,Paper,865.88,6,0.15,129.96
ORD-13845,05-01-2024,06-01-2024,John Lewis,Corporate,West,Technology,Phones,910.92,3,0,-70.26
ORD-17058,10-12-2022,11-12-2022,John Martinez,Consumer,west,Furniture,Furnishings,1053.96,4,0,-99.51
ORD-10089,21-09-2022,25-09-2022,John Khan,Consumer,East,Office Supplies,Binders,182.45,4,0.1,30.18
ORD-10845,26-12-2024,28-12-2024,Linda Garcia,Home Office,East,Furniture,Chairs,1558.19,2,0.1,-312.21
ORD-15364,14-08-2022,16-08-2022,Grace Johnson,Consumer,East,Technology,Phones,2802.64,4,0.1,255.39
ORD-16630,10-09-2024,13-09-2024,Sara Johnson,Consumer,west,Technology,Machines,611.38,2,0.4,-37.52
ORD-14610,27-12-2024,01-01-2025,Sara Wilson,Corporate,East,Office Supplies,Envelopes,151.38,1,0,50.7
ORD-16738,17-01-2024,19-01-2024,Sara Khan,Home Office,East,Technology,Machines,2242.74,1,,538.82
ORD-16320,18-02-2022,21-02-2022,Linda Wilson,Corporate,East,Technology,Copiers,1962.06,1,0.1,125.46
ORD-12223,03-09-2024,06-09-2024,Kevin Chen,Corporate,West,Technology,Accessories,1570.38,2,0,617.97
ORD-13916,02-11-2023,03-11-2023,Mohammed Lewis,Consumer,West,Office Supplies,Binders,787.5,5,0,166.32
ORD-11064,26-07-2022,27-07-2022,Kevin Brown,Corporate,Central,Office Supplies,Labels,47.08,4,0,17.99
ORD-14556,09-11-2022,12-11-2022,Linda Davis,Consumer,East,Furniture,Chairs,897.92,2,0.2,-338.54
ORD-10780,27-03-2022,30-03-2022,John Lewis,Consumer,West,Furniture,Tables,475.12,2,0.2,21.67
ORD-15797,07-11-2023,09-11-2023,Anna Martinez,Consumer,South,Office Supplies,Envelopes,142.27,1,0.1,22.1
ORD-15111,19-11-2023,20-11-2023,Grace Khan,Home Office,South,Furniture,Bookcases,3389.37,3,0,-772.82
ORD-12270,16-01-2022,19-01-2022,Priya Wilson,Home Office,East,Office Supplies,Binders,144.6,1,0,34.51
ORD-18139,21-12-2022,25-12-2022,Priya Patel,Corporate,West,Office Supplies,Paper,141.49,1,0,58.08
ORD-11434,24-12-2023,27-12-2023,Anna Rodriguez,Home Office,Central,Furniture,Furnishings,1415.93,4,0.15,-648.05
ORD-17527,19-02-2022,23-02-2022,Sara Patel,Consumer,East,Technology,Accessories,5871.82,3,0.1,789.1
ORD-14988,23-06-2024,27-06-2024,Fatima Young,Consumer,East,Office Supplies,Art,203.76,4,0,25.55
ORD-15777,02-10-2024,07-10-2024,Carlos Clark,Consumer,East,Technology,Copiers,11494.25,5,0,3752.99
ORD-12952,13-08-2022,14-08-2022,Maria Lewis,Consumer,West,Office Supplies,Paper,73.88,1,0,9.21
ORD-13023,07-06-2024,10-06-2024,Fatima Wilson,Consumer,East,Furniture,Furnishings,2325.51,3,0.1,-51.81
ORD-14568,24-07-2024,28-07-2024,Anna Patel,Consumer,East,Office Supplies,Envelopes,15.12,2,0,2.22
ORD-16584,19-05-2022,20-05-2022,Fatima Davis,Consumer,West,Technology,Machines,4111.34,4,0.1,1147.64
ORD-16407,14-06-2022,18-06-2022,Wei Garcia,Home Office,Central,Technology,Phones,3034.93,2,0.1,112.94
ORD-15755,10-12-2023,12-12-2023,Nina Khan,Home Office,West,Furniture,Bookcases,1093.34,2,0,73.86
ORD-10648,22-02-2024,26-02-2024,Linda Brown,Home Office,West,Office Supplies,Envelopes,66.99,2,0.2,3.6
ORD-14460,14-11-2023,18-11-2023,Maria Lewis,Home Office,East,Office Supplies,Art,761.57,4,0.2,-20.84
ORD-15891,22-08-2024,23-08-2024,Carlos Walker,Home Office,West,Furniture,Tables,175.14,1,0.3,-12.21
ORD-13085,12-03-2024,15-03-2024,Carlos Patel,Consumer, West ,Office Supplies,Binders,148.51,4,0.15,24.72
ORD-10456,27-12-2023,29-12-2023,Carlos Patel,Corporate,South,Technology,Machines,1538.75,2,0.4,-143.75
ORD-17421,19-03-2024,20-03-2024,Priya Khan,Corporate,East,Furniture,Tables,3091.18,3,,-290.64
ORD-14729,18-04-2023,19-04-2023,Tom Young,Corporate,West,Furniture,Chairs,4050.68,4,0,79.93
ORD-13131,02-11-2022,07-11-2022,Carlos Lewis,Consumer,Central,Office Supplies,Storage,21,2,0,2.59
ORD-13274,20-05-2023,21-05-2023,Kevin Lewis,Consumer,East,Office Supplies,Storage,615.31,5,0.15,9.5
ORD-13293,06-06-2024,07-06-2024,Grace Martinez,Consumer,West,Furniture,Bookcases,822.83,1,0.1,306.29
ORD-16100,25-06-2023,28-06-2023,Sara Walker,Corporate,east,Technology,Accessories,7850.72,4,0,2158.53
ORD-13474,12-02-2022,13-02-2022,Wei Martinez,Consumer,West,Technology,Copiers,3869.52,3,0.2,-3.58
ORD-15841,09-10-2023,11-10-2023,Carlos Garcia,Consumer,West,Office Supplies,Art,314.11,3,0.2,24.37
ORD-16564,06-02-2022,11-02-2022,Mohammed Khan,Home Office, Central ,Technology,Accessories,3047.03,3,0.1,644.07
ORD-14656,27-07-2023,28-07-2023,Linda Smith,Consumer,East,Technology,Accessories,2852.95,4,0.4,-992.47
ORD-15423,14-08-2023,19-08-2023,Carlos Martinez,Corporate,Central,Office Supplies,Storage,216.45,1,0,78.76
ORD-18805,11-03-2024,13-03-2024,James Chen,Consumer,East,Office Supplies,Envelopes,714.34,5,0.15,4.48
ORD-14922,25-03-2024,26-03-2024,Kevin Lee,Consumer,East,Technology,Phones,6191.06,4,0.15,2064.21
ORD-11808,27-01-2022,30-01-2022,,Home Office,South,Office Supplies,Envelopes,316.44,2,0,106.98
ORD-15185,10-04-2024,11-04-2024,Priya Chen,Consumer,East,Furniture,Bookcases,133.96,1,0.4,32.81
ORD-11441,07-06-2023,08-06-2023,Linda Smith,Corporate,West,Technology,Phones,7263.46,4,0.2,-598.84
ORD-10108,14-05-2023,16-05-2023,Mohammed Chen,Corporate,East,Office Supplies,Storage,37.92,1,0.15,6.85
ORD-18796,12-06-2022,16-06-2022,Linda Chen,Consumer,South,Furniture,Tables,321.89,1,0,33.53
ORD-10743,10-10-2023,17-10-2023,Linda Patel,Consumer,East,Office Supplies,Art,301.73,2,0.1,62.14
ORD-10391,08-12-2023,10-12-2023,Mohammed Walker,Home Office,Central,Office Supplies,Paper,86.55,3,0,32.06
ORD-19576,25-10-2023,27-10-2023,John Smith,Corporate,West,Office Supplies,Paper,118.56,1,0,3.07
ORD-14340,20-04-2023,22-04-2023,Tom Walker,Consumer,West,Office Supplies,Envelopes,236.61,4,0.2,38.04
ORD-10177,23-09-2023,26-09-2023,Maria Chen,Home Office,West,Office Supplies,Storage,136.31,1,,5.15
ORD-17542,05-09-2023,07-09-2023,Kevin Smith,Corporate,East,Office Supplies,Paper,262.29,2,0.3,18.49
ORD-12845,23-09-2023,24-09-2023,Anna Lee,Corporate,Central,Technology,Accessories,5209.95,3,0,296.34
ORD-12203,04-08-2024,08-08-2024,Maria Young,Consumer, Central ,Office Supplies,Labels,325.46,2,0.15,84.11
ORD-13340,05-07-2022,08-07-2022,Linda Brown,Consumer,West,Furniture,Tables,2446.65,5,0,210.86
ORD-14594,26-08-2024,29-08-2024,Nina Rodriguez,Consumer,Central,Furniture,Tables,740.52,1,0.15,-140.8
ORD-15672,23-09-2023,24-09-2023,Sara Chen,Consumer,South,Technology,Phones,2290.1,2,0,740.57
ORD-19738,16-10-2023,19-10-2023,Linda Clark,Consumer,South,Technology,Accessories,1513.74,2,0,409.3
ORD-16181,19-11-2022,24-11-2022,Anna Walker,Consumer,West,Furniture,Chairs,1368.6,5,0.2,157.47
ORD-10152,12-12-2024,17-12-2024,Mohammed Martinez,Corporate,East,Office Supplies,Envelopes,623.83,4,0.15,92.39
ORD-13541,18-06-2024,20-06-2024,Maria Martinez,Consumer,East,Office Supplies,Storage,158.7,2,0,24.56
ORD-18991,09-04-2023,10-04-2023,David Young,Home Office,Central,Technology,Phones,1737.94,1,0.1,578.4
ORD-10402,05-01-2024,07-01-2024,Grace Davis,Consumer,East,Office Supplies,Envelopes,54.6,1,0.3,2.15
ORD-19788,18-05-2023,19-05-2023,John Patel,Corporate,East,Office Supplies,Storage,257.39,2,0.2,3.09
ORD-18001,07-09-2024,08-09-2024,Tom Brown,Consumer,South,Office Supplies,Paper,89.53,1,0.2,16.69
ORD-14789,09-01-2022,12-01-2022,Fatima Lee,Consumer,Central,Office Supplies,Paper,519.66,3,0,36.04
ORD-17119,13-11-2024,16-11-2024,John Young,Corporate,West,Office Supplies,Envelopes,98.78,2,0.1,15.13
ORD-10917,26-08-2024,28-08-2024,Tom Patel,Corporate,Central,Furniture,Furnishings,366.93,3,0,68.01
ORD-13066,25-09-2024,26-09-2024,Priya Lee,Consumer,South,Office Supplies,Storage,24.23,2,0.3,1.94
ORD-17412,24-02-2024,25-02-2024,Anna Garcia,Corporate,East,Office Supplies,Binders,169.94,2,0.1,24.81
ORD-14031,11-10-2023,13-10-2023,Linda Garcia,Corporate,South,Furniture,Furnishings,542.89,1,0.4,-100.91
ORD-19445,11-01-2023,12-01-2023,Grace Garcia,Corporate,West,Office Supplies,Labels,216.89,1,,88.96
ORD-16174,05-08-2024,07-08-2024,John Khan,Consumer,East,Technology,Machines,1017.54,2,0,126.04
ORD-16460,19-05-2022,22-05-2022,Grace Davis,Corporate,East,Technology,Accessories,4386.24,6,0.2,-93.52
ORD-11107,09-08-2023,14-08-2023,Anna Garcia,Consumer,East,Office Supplies,Binders,21.26,2,0.2,2.65
ORD-10351,22-12-2022,23-12-2022,Linda Garcia,Consumer,East,Office Supplies,Labels,129,4,0,16.32
ORD-14231,25-10-2023,28-10-2023,John Lee,Consumer,South,Furniture,Chairs,1195.01,1,0,-64.75
ORD-13359,11-04-2023,13-04-2023,Sara Young,Consumer,East,Technology,Copiers,4123.66,4,0.5,-1939.51
ORD-18366,26-01-2023,28-01-2023,Anna Khan,Corporate,Central,Office Supplies,Labels,33.54,2,0,9.92
ORD-16225,26-08-2022,27-08-2022,James Davis,Consumer,South,Technology,Machines,339.1,1,0.2,-38.02
ORD-17381,15-04-2022,17-04-2022,Mohammed Lee,Consumer,East,Office Supplies,Art,624.44,3,0.15,38.87
ORD-12759,03-12-2023,06-12-2023,Anna Smith,Corporate,Central,Office Supplies,Envelopes,74.41,1,0.1,13.81
ORD-14032,05-09-2023,08-09-2023,Fatima Young,Consumer,East,Office Supplies,Storage,45.71,1,,8.67
ORD-19294,09-11-2023,11-11-2023,Tom Garcia,Home Office,West,Technology,Accessories,2232.28,3,0.1,460.23
ORD-10333,26-11-2022,29-11-2022,Sara Davis,Consumer,East,Office Supplies,Binders,527.23,4,0.2,24.69
ORD-18740,07-07-2024,08-07-2024,James Clark,Home Office,West,Office Supplies,Paper,58.55,1,0.2,6.86
ORD-11684,21-07-2023,22-07-2023,Grace Patel,Consumer,South,Office Supplies,Paper,110.93,1,0.1,15.56
ORD-19773,19-10-2024,23-10-2024,Sara Lee,Home Office,East,Office Supplies,Envelopes,315.5,4,0.4,-53.81
ORD-14595,19-01-2022,20-01-2022,Tom Davis,Corporate,Central,Technology,Accessories,1052.19,2,0.1,82.66
ORD-17613,05-11-2024,07-11-2024,Tom Clark,Consumer,Central,Office Supplies,Envelopes,222.36,4,0,69.65
ORD-17514,08-10-2023,10-10-2023,Tom Young,Corporate,Central,Office Supplies,Storage,40.93,3,0.4,3.23
ORD-19781,25-11-2022,26-11-2022,Anna Khan,Consumer,West,Furniture,Tables,1384.51,3,0.1,-502.2
ORD-18194,20-12-2022,27-12-2022,Wei Garcia,Home Office,East,Furniture,Chairs,678.44,1,0,152.16
ORD-18330,07-03-2022,09-03-2022,Maria Rodriguez,Home Office,West,Technology,Phones,736.62,1,0,165.35
ORD-14350,09-04-2022,12-04-2022,Carlos Wilson,Consumer,East,Office Supplies,Envelopes,52.95,1,0.1,7.55
ORD-14757,05-03-2023,10-03-2023,Mohammed Martinez,Consumer,Central,Office Supplies,Paper,19.66,1,0,5.52
ORD-15579,12-09-2023,15-09-2023,Nina Johnson,Consumer,South,Technology,Copiers,518.44,4,0.1,67.67
ORD-16872,18-05-2023,20-05-2023,Fatima Wilson,Consumer,East,Office Supplies,Envelopes,184.52,1,0.1,22.68
ORD-12520,25-03-2023,27-03-2023,Grace Rodriguez,Consumer,West,Technology,Accessories,2874.92,3,0.15,381.63
ORD-10407,07-09-2023,09-09-2023,David Rodriguez,Consumer,Central,Technology,Accessories,555.7,2,0.1,63.22
ORD-11040,06-02-2023,08-02-2023,Carlos Walker,Corporate,South,Technology,Copiers,5746.11,3,0,1828.93
ORD-10082,21-10-2024,25-10-2024,Carlos Lee,Corporate,Central,Technology,Machines,619.44,1,0.5,-34.41
ORD-16710,14-05-2023,18-05-2023,James Brown,Consumer,West,Office Supplies,Art,339.24,2,0,57.43
ORD-10095,12-11-2023,13-11-2023,Kevin Chen,Corporate,East,Technology,Phones,632.26,2,0,99.35
ORD-18483,26-12-2023,28-12-2023,Carlos Khan,Consumer,West,Technology,Machines,3406.02,2,0,-191.91
ORD-10134,13-12-2024,14-12-2024,Carlos Young,Consumer,South,Technology,Copiers,4909.28,4,0.1,37.42
ORD-13725,16-12-2023,21-12-2023,Grace Patel,Corporate,Central,Office Supplies,Binders,182.02,2,0.2,10.8
ORD-16516,01-10-2023,06-10-2023,Anna Walker,Home Office,West,Technology,Accessories,4021.76,4,0.2,-389.83
ORD-14281,16-12-2024,20-12-2024,Linda Lewis,Corporate,West,Technology,Phones,266.28,1,0.15,33.55
ORD-11863,19-01-2022,21-01-2022,Mohammed Khan,Corporate,Central,Office Supplies,Labels,100.36,1,0.1,5.48
ORD-14268,22-04-2022,25-04-2022,Tom Clark,Home Office,East,Office Supplies,Binders,485.8,2,0,47.02
ORD-12827,21-05-2022,24-05-2022,Linda Lee,Consumer,East,Office Supplies,Binders,409.56,5,0.2,67.45
ORD-14324,02-10-2022,06-10-2022,Kevin Lee,Home Office,South,Office Supplies,Binders,455.24,2,0,258.14
ORD-10687,12-08-2023,16-08-2023,Priya Young,Home Office,West,Office Supplies,Storage,175.36,4,0,37.32
ORD-19061,06-07-2024,11-07-2024,Maria Garcia,Consumer,East,Office Supplies,Storage,199.01,1,0.2,11.59
ORD-16179,13-05-2023,16-05-2023,Tom Smith,Consumer,West,Office Supplies,Binders,145.71,5,0.1,47.32
ORD-10596,07-01-2023,12-01-2023,Anna Walker,Corporate,East,Technology,Phones,8874.13,5,0.15,-1137.83
ORD-14578,15-12-2024,16-12-2024,John Brown,Consumer,Central,Office Supplies,Art,115.94,1,0.2,8.99
ORD-18355,11-11-2022,15-11-2022,Maria Martinez,Consumer,West,Technology,Accessories,594,1,0,178.99
ORD-15353,03-11-2024,05-11-2024,Wei Patel,Corporate,West,Office Supplies,Art,55.2,3,0.2,13.33
ORD-17371,15-03-2023,18-03-2023,James Garcia,Consumer,Central,Office Supplies,Storage,263.55,3,0,93.99
ORD-12004,27-11-2024,28-11-2024,David Chen,Corporate,Central,Furniture,Furnishings,540.18,1,0,37.63
ORD-14337,18-09-2024,21-09-2024,Linda Garcia,Consumer,West,Office Supplies,Envelopes,86.65,4,0.1,17.77
